Central
0.09112549,0.258733,-0.367348,True
0.09466553,0.2595563,-0.3685179,True
0.1006775,0.2836785,-0.4047017,True
0.1088409,0.2585642,-0.4362857,False
0.1199493,0.2737334,-0.4376621,False
0.1311493,0.2530396,-0.4600821,False
0.1421051,0.2624345,-0.4710681,False
0.1534424,0.2668076,-0.4322822,False
0.1643066,0.2532172,-0.4069636,True
0.1753845,0.2424738,-0.4228449,True
0.1865082,0.2407632,-0.4245517,True
0.1976471,0.2650092,-0.4756567,False
0.208786,0.2807763,-0.4894645,False
0.2199097,0.2832711,-0.5055866,False
0.2309265,0.2884829,-0.5707214,False
0.2422333,0.2797613,-0.5661001,False
0.2532654,0.2794247,-0.566098,False
0.2643127,0.2266753,-0.5855856,False
0.2753906,0.2270689,-0.4615991,False
0.2864685,0.2286253,-0.5128436,False
0.297699,0.2068183,-0.5373275,False
0.3086548,0.1963224,-0.5313642,False
0.3199921,0.1990001,-0.5312607,False
0.3308868,0.1615942,-0.4941382,False
0.3419647,0.1546807,-0.4901004,False
0.3530579,0.1562657,-0.4508624,True
0.3643341,0.1232023,-0.3394945,True
0.3753052,0.1243691,-0.3441381,True
0.3863831,0.1207111,-0.3022015,True
0.3977509,0.13153,-0.3266015,True
0.4086304,0.1160538,-0.3451915,True
0.4198303,0.09022069,-0.3246448,True
0.4309692,0.09396148,-0.3445961,True
0.4418793,0.09761524,-0.3385801,True
0.4533081,0.09738755,-0.3288558,True
0.4647369,0.1013424,-0.3387618,True
0.4758606,0.1027751,-0.3425505,True
0.4870605,0.101455,-0.3310256,True
0.4984741,0.1014476,-0.3462141,True
0.5095825,0.1077843,-0.3591745,True
0.5209198,0.1099191,-0.3535435,True
0.532135,0.1096148,-0.3543351,True
0.5433502,0.1115212,-0.3586929,True
0.5548553,0.1113744,-0.3567586,True
0.5667572,0.1087601,-0.3128705,True
0.5780334,0.1072497,-0.3110859,True
0.5884705,0.1118791,-0.3231602,True
0.5997162,0.1163666,-0.3315215,True
0.6108704,0.1320035,-0.3294795,True
0.6223602,0.1732025,-0.3853352,True
0.6333618,0.1731801,-0.329159,True
0.644165,0.1785223,-0.384295,True
0.6557922,0.1784904,-0.2973065,True
0.6664886,0.2480404,-0.3578022,True
0.6775055,0.1891668,-0.2893567,True
0.6885529,0.2203121,-0.2760255,True
